time	survival
1	1.0
2	1.0
3	1.0
4	1.0
5	1.0
6	1.0
7	1.0
8	1.0
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	1.0
15	1.0
16	1.0
17	1.0
18	1.0
19	1.0
20	1.0
21	1.0
22	1.0
23	1.0
24	0.9545454545454546
25	0.9545454545454546
26	0.9545454545454546
27	0.9545454545454546
28	0.9545454545454546
29	0.9545454545454546
30	0.9545454545454546
31	0.9111570247933886
32	0.9111570247933886
33	0.9111570247933886
34	0.9111570247933886
35	0.9111570247933886
36	0.9111570247933886
37	0.9111570247933886
38	0.9111570247933886
39	0.9111570247933886
40	0.8697407963936891
41	0.8697407963936891
42	0.8697407963936891
43	0.8302071238303396
44	0.8302071238303396
45	0.8302071238303396
46	0.8302071238303396
47	0.8302071238303396
48	0.792470436383506
49	0.792470436383506
50	0.792470436383506
51	0.792470436383506
52	0.792470436383506
53	0.792470436383506
54	0.792470436383506
55	0.792470436383506
56	0.7564490529115285
57	0.7564490529115285
58	0.7564490529115285
59	0.7564490529115285
60	0.7564490529115285
61	0.7564490529115285
62	0.7564490529115285
63	0.7564490529115285
64	0.7564490529115285
65	0.7564490529115285
66	0.7564490529115285
67	0.7564490529115285
68	0.7564490529115285
69	0.7564490529115285
70	0.7564490529115285
71	0.7564490529115285
72	0.7220650050519136
73	0.7220650050519136
74	0.7220650050519136
75	0.7220650050519136
76	0.7220650050519136
77	0.7220650050519136
78	0.7220650050519136
79	0.7220650050519136
80	0.7220650050519136
81	0.7220650050519136
82	0.7220650050519136
83	0.7220650050519136
84	0.7220650050519136
85	0.7220650050519136
86	0.7220650050519136
87	0.7220650050519136
88	0.7220650050519136
89	0.7220650050519136
90	0.7220650050519136
91	0.7220650050519136
92	0.7220650050519136
93	0.7220650050519136
94	0.7220650050519136
95	0.6859617547993179
96	0.6859617547993179
97	0.6859617547993179
98	0.6859617547993179
99	0.6859617547993179
100	0.6859617547993179
101	0.6859617547993179
102	0.6859617547993179
103	0.6859617547993179
104	0.6859617547993179
105	0.6859617547993179
106	0.6859617547993179
107	0.6859617547993179
108	0.6859617547993179
109	0.6859617547993179
110	0.6859617547993179
111	0.6859617547993179
112	0.6859617547993179
113	0.6859617547993179
114	0.6859617547993179
115	0.6859617547993179
116	0.6859617547993179
117	0.6859617547993179
118	0.6859617547993179
119	0.6859617547993179
120	0.6859617547993179
121	0.6859617547993179
